dates,stationid,dispx,dispy,dispz,temperature,humidity,rain
13-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,23.84783,98.76087,0
14-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,24.48438,91.51563,0
25-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,22.73438,99,9
26-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,23.73381,92.84892,438.75
27-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,25.52482,84.83688,1559.25
28-08-2018,t8,-6.0091780626,5.3230532986,5.1934921403,25.34043,87.46099,1039.5
29-08-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.77305,95.33333,405
30-08-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.67626,96.64748,582.75
31-08-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.00741,95.22222,83.25
01-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.68382,97.98529,234
02-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,21.70504,98.96403,15.75
03-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22.13571,98.55,18
04-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22.66906,96.82014,666
05-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.22857,98.28571,625.5
06-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,25.02878,89.89209,1365.75
07-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.82482,89.64234,1129.5
08-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.13043,94.02899,587.25
09-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.13571,96.58571,524.25
10-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.26429,96.76429,317.25
11-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,23.04412,97.01471,492.75
12-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22.80851,91.24113,920.25
13-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,21.6875,97.88281,218.25
14-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22,86.6383,1158.75
15-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,21.49296,93.75352,105.75
16-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22.71831,82.35211,2022.75
17-09-2018,t8,-6.0240622851,5.3416231381,5.1988788113,22.67832,80.05594,2009.25
18-09-2018,t8,-6.5308346226,5.6322198631,3.5793336488,21.31852,78.97037,25697.25
19-09-2018,t8,-6.5308346226,5.6322198631,3.5793336488,24.06429,77.7,80000
20-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,19.61654,62.57895,82037.25
21-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,23.11972,88.14789,56319.75
22-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,17.30496,99,438.75
23-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,17.05674,99,285.75
24-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,16.06383,99,225
25-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,20.52857,89.9,71968.5
26-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,22.87943,81.44681,80000
27-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,22.59712,85.61871,80000
28-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,21.0922,92.57447,50242.5
29-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,21.95652,82.65942,80000
30-09-2018,t8,-6.1931754036,5.3596259596,4.0199066348,22.02878,81.56835,80000
01-10-2018,t8,-6.1931754036,5.3596259596,4.0199066348,22.21583,71.4964,80000
02-10-2018,t8,-6.1931754036,5.3596259596,4.0199066348,22.17606,58.61972,80000
03-10-2018,t8,-6.1931754036,5.3596259596,4.0199066348,21.67626,59.14388,80000
04-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.97163,52.95745,80000
05-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.97203,47.06294,80000
06-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,21.02817,46.29577,80000
07-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.53147,49.30769,80000
08-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.60839,57.76224,80000
09-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.87234,50.57447,80000
10-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,20.63504,46.32117,80000
11-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.48921,70.2518,80000
12-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.20863,73.5036,80000
13-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.17986,71.82734,80000
14-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.48227,70.85816,80000
15-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.92308,61.07692,80000
16-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,19.38462,45.17483,80000
17-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,19.8227,39.35461,80000
18-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,19.69784,42.64748,80000
19-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,19.47794,40.71324,80000
20-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.59155,45.50704,80000
21-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,18.17143,49.1,80000
22-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.7482,45.09353,80000
23-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.57447,40.21277,80000
24-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,16.78947,41.13534,80000
25-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.94326,44.31206,80000
26-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.84397,49.30496,80000
27-10-2018,t8,-6.1884502536,5.3499394021,4.0073849873,17.92958,51.1831,80000
28-10-2018,t8,-6.1934116611,5.3499394021,4.0130551673,18.33813,54.10791,80000
29-10-2018,t8,-6.1934116611,5.3499394021,4.0130551673,18.4539,60.25532,80000
30-10-2018,t8,-6.1934116611,5.3499394021,4.0130551673,17.95,80.03571,60675.75
31-10-2018,t8,-6.1934116611,5.3499394021,4.0130551673,18.59155,77.21127,76068
01-11-2018,t8,-6.1934116611,5.3499394021,4.0130551673,17.76596,86.99291,22250.25
02-11-2018,t8,-6.1934116611,5.3499394021,4.0130551673,15.01481,80.38519,1809
03-11-2018,t8,-6.1990818411,5.3499394021,3.9988797173,12.08511,98.73759,1226.25
04-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,13.21831,98.30986,2637
05-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,14.52817,84.00704,80000
06-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,15.15603,65.51064,80000
07-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,15.72535,68.6338,80000
08-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,14.61972,80.19718,80000
09-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,15.4,83.33571,80000
10-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,15.49645,84.83688,80000
11-11-2018,t8,-6.2012081586,5.3492306296,4.0024235798,15.27465,77.61268,80000
12-11-2018,t8,-6.2004993861,5.3541920371,4.0059674423,16.43662,53.23944,37392.75
13-11-2018,t8,-6.2004993861,5.3541920371,4.0059674423,13.82014,74.97842,1964.25
14-11-2018,t8,-6.2004993861,5.3541920371,4.0059674423,12.98592,85.47887,49725
15-11-2018,t8,-6.2004993861,5.3541920371,4.0059674423,12.23404,96.35461,80000
16-11-2018,t8,-6.2004993861,5.3541920371,4.0059674423,13.71831,85.22535,80000
17-11-2018,t8,-6.1430888136,5.2457498446,3.9655674098,13.16312,87.5461,71154
18-11-2018,t8,-6.1430888136,5.2457498446,3.9655674098,15.2,66.54286,80000
19-11-2018,t8,-6.2919310386,5.4052236571,4.0069124723,16.14685,65.66434,80000
20-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,16.04255,68.88652,0
21-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,15.47518,69.60993,0
22-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,14.65248,76.13475,0
23-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,14.95035,69.07092,0
24-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,16.34266,59.11888,0
25-11-2018,t8,-6.4631704746,5.3258411371,3.9955721123,17.05825,52.48544,4.5
10-07-2018,t9,1.41641198769804E-16,0,-8.50527000005572E-06,25,84,0
12-07-2018,t9,1.41641198769804E-16,0,-8.50527000005572E-06,15.26437,57.27586,20.25
13-07-2018,t9,1.41641198769804E-16,0,-8.50527000005572E-06,20.84615,97.94872,321.75
15-07-2018,t9,0.0460702125,-0.0616632075,0.0448804197,16.06122,31,2.25
16-07-2018,t9,0.0460702125,-0.0616632075,0.0448804197,13.5,57,688.5
18-07-2018,t9,0.066624615,-0.0616632075,0.0314137422,21.83333,91.38095,6.75
19-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,25.81752,87.0292,2.25
20-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,25.86131,88.64234,60.75
21-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,24.77941,94.01471,765
22-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,24.28889,97.35556,1125
23-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,24.26866,93.75373,868.5
24-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,23,98.36232,1107
25-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,24.72993,95.37226,405
26-07-2018,t9,0.066624615,-0.0616632075,0.0307049697,22.56604,99,731.25
28-07-2018,t9,0.17294049,0.11056851,0.7111265697,20.96552,92.08621,157.5
29-07-2018,t9,0.17294049,0.11056851,0.7111265697,24.26573,91.81119,12854.25
30-07-2018,t9,0.17294049,0.11056851,0.7111265697,25.44366,81.44366,34879.5
31-07-2018,t9,0.17294049,0.11056851,0.7111265697,24.38806,92.06716,4610.25
01-08-2018,t9,0.17294049,0.11056851,0.7111265697,23.66423,91.75182,6210
02-08-2018,t9,0.17294049,0.11056851,0.7111265697,24.82014,91.48921,10557
03-08-2018,t9,0.17294049,0.11056851,0.7111265697,24.78723,95.21986,794.25
04-08-2018,t9,0.17294049,0.11056851,0.7111265697,23.62963,98.68148,3451.5
05-08-2018,t9,0.17294049,0.11056851,0.7111265697,21.68571,99,1536.75
06-08-2018,t9,0.17294049,0.11056851,0.7111265697,21.11364,99,954
07-08-2018,t9,0.17294049,0.11056851,0.7111265697,21.15267,99,731.25
08-08-2018,t9,0.17294049,0.11056851,0.7111265697,23.83784,98.11712,3312
09-08-2018,t9,0.17294049,0.11056851,0.7111265697,27.625,92.04167,18285.75
10-08-2018,t9,0.17294049,0.11056851,0.7111265697,22,99,18
11-08-2018,t9,0.17294049,0.11056851,0.7111265697,22.36585,99,1926
12-08-2018,t9,0.17294049,0.11056851,0.7111265697,25.94118,97.64706,1818
13-08-2018,t9,0.17294049,0.11056851,0.7111265697,21.8,99,3613.5
14-08-2018,t9,0.17294049,0.11056851,0.7111265697,27.7,92.6,2893.5
15-08-2018,t9,0.17294049,0.11056851,0.7111265697,25.43434,92.30303,23474.25
16-08-2018,t9,0.17294049,0.11056851,0.7111265697,25.02062,96.02062,14042.25
17-08-2018,t9,0.17294049,0.11056851,0.7111265697,23.92929,98.51515,243
18-08-2018,t9,0.17294049,0.11056851,0.7111265697,21.32787,99,373.5
19-08-2018,t9,0.17294049,0.11056851,0.7111265697,25.73684,97.42105,3647.25
20-08-2018,t9,0.17294049,0.11056851,0.7111265697,25.41905,97.5619,5877
21-08-2018,t9,0.1731767475,0.10489833,0.7092365097,22.625,98.99038,47.25
22-08-2018,t9,0.1731767475,0.10489833,0.7092365097,21.52381,99,308.25
23-08-2018,t9,0.1731767475,0.10489833,0.7092365097,23.54839,99,936
24-08-2018,t9,0.1731767475,0.10489833,0.7092365097,25.12644,97.63218,10062
25-08-2018,t9,0.1731767475,0.10489833,0.7092365097,23.43846,98.57692,2029.5
26-08-2018,t9,0.1731767475,0.10489833,0.7092365097,23.61446,97.38554,17997.75
27-08-2018,t9,0.1731767475,0.10489833,0.7092365097,24.99248,93.83459,29517.75
28-08-2018,t9,0.1901872875,0.0942667425,0.6397768047,25.49206,93.69048,32514.75
29-08-2018,t9,0.1901872875,0.0942667425,0.6397768047,24.17647,96.78992,13943.25
30-08-2018,t9,0.1901872875,0.0942667425,0.6397768047,23.7482,98.23022,4212
31-08-2018,t9,0.18806097,0.0843439275,0.6298539897,24.34314,98.16667,4691.25
01-09-2018,t9,0.1986925575,0.1835720775,0.6830119272,24.06061,97.45455,7519.5
02-09-2018,t9,0.1986925575,0.1835720775,0.6830119272,22.36364,99,2.25
03-09-2018,t9,0.1986925575,0.1835720775,0.6830119272,21.64706,99,0
04-09-2018,t9,0.1918883415,0.1767678615,0.6801768372,24.82609,96.71739,11112.75
05-09-2018,t9,0.1918883415,0.1767678615,0.6801768372,23.83571,97.85,2821.5
06-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,25.31387,92.86131,33941.25
07-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,17.66412,59.25954,43643.25
08-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,24.48936,89.48227,20664
09-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,24.55319,93.56028,11144.25
10-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,23.57447,89.75177,18587.25
11-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,20.56115,78.13669,18373.5
12-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,21.41304,74.28261,15646.5
13-09-2018,t9,-1.4411234985,2.8927840815,2.4039115572,21.31915,87.67376,12915
14-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,23,84.88372,49916.25
15-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,17.74648,64.97183,24522.75
16-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,24.36879,75.88652,75105
17-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,24.12319,69.30435,73417.5
18-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,23.87943,74.22695,70580.25
19-09-2018,t9,-1.430491911,2.8907463606,2.3408308047,24.56522,73.86232,78126.75
20-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,24.00752,73.4812,56097
21-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.60177,81.61947,6061.5
22-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.79381,99,0
23-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.96364,99,661.5
24-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.9,99,1946.25
25-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.77857,92.71429,38355.75
26-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,23.64029,84.03597,55509.75
27-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.96324,86.88971,43974
28-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.25735,92.72059,6747.75
29-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,23.05263,81.00752,54843.75
30-09-2018,t9,-1.585004316,2.8949989956,2.7320732247,23.08148,78.0963,59377.5
01-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.6963,67.08889,58320
02-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,23.03008,59.05263,60963.75
03-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.99248,60.44361,63342
04-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.75714,58.46429,67378.5
05-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.28777,51.56835,70929
06-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.71942,45.53237,73158.75
07-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.00735,50.90441,71367.75
08-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.62319,58.73913,73838.25
09-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.24286,49.10714,46732.5
10-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.33577,47.94891,48429
11-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.19424,70.53237,67830.75
12-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.78873,66.08451,75447
13-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,18.12057,54.14184,74646
14-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.88571,64.58571,75402
15-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20.05755,59.7554,75723.75
16-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20.55,49.15,74254.5
17-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,22.11429,38.45,75201.75
18-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.65734,42.81119,77044.5
19-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,21.7234,40.88652,74472.75
20-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20.45324,44.31655,77503.5
21-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.75524,50.54545,78180.75
22-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.49645,45.87943,79915.5
23-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.80142,40.90071,80583.75
24-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.35075,38.27612,80482.5
25-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.32394,48.47887,79337.25
26-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.47857,48.96429,79317
27-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.05147,53.32353,70823.25
28-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20,53.16547,75638.25
29-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20.32143,55.32143,73752.75
30-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.61429,65.72143,65893.5
31-10-2018,t9,-1.585004316,2.8949989956,2.7320732247,20.63971,61.25,72774
01-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,19.05185,63.71111,7773.75
02-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,15.84672,62.52555,1095.75
03-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,13.67391,79.41304,2340
04-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,13.71127,76.48592,12037.5
05-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.32857,61.22143,79839
06-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.90071,54.83688,78633
07-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.42958,56.38028,78779.25
08-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.46429,63.22857,76662
09-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.61268,63.25352,67252.5
10-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.02113,62.82394,74913.75
11-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,15.70213,57.56028,4869
12-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.97857,48.53571,41618.25
13-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,14.91489,57.02837,2427.75
14-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,15.5,65.21875,58443.75
15-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,13.7554,78.48201,74173.5
16-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,14.48936,68.92908,72445.5
17-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,14.19424,70.25899,65873.25
18-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.1844,56.48936,67675.5
19-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,13.16901,35.44366,61989.75
20-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,12.0922,34.20567,71237.25
21-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.65926,58.6963,73577.25
22-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,15.52482,63.16312,65301.75
23-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,15.8156,59.21277,73534.5
24-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,16.58571,54.63571,72283.5
25-11-2018,t9,-1.585004316,2.8949989956,2.7320732247,17.9,49.41,71799.75
